duckats_value,category,question_text,answer_a,answer_b,answer_c,answer_d,correct_answer,answer_text
40,Wine,"When referring to wine, what does the term ""lees"" mean?",Sediment,Stacking Of Barrels,Vineyard Orientation,,A,Lees are the solid particles found at the bottom of the vat after fermentation. 
40,Wine,How many liters of champagne are there in a magnum?,One,One And A Half,Two,,B,
40,Wine,In which region of Australia is the Margaret River wine area found?,New South Wales,South Australia,Western Australia,,C,Margaret River enjoys an excellent reputation for Cabernet Sauvignon. 
40,Wine,"When talking about wine, the term ""meniscus"" refers to",The Amount Of Time For Fermentation To Finish,The Ratio Of Acid To Sugar In A Wine,The Rim Of Wine That Touches The Surface Of A Wine Glass,,C,The color intensity of the meniscus can indicate how concentrated the wine is. 
40,Wine,Nuits-Saint-Georges is a wine appellation from,Bordeaux,Burgundy,The Rhône Valley,,B,Nuit-Saint-Georges extends from south of Dijon to the edge of Côte de Beaune and produces mainly red wines known for their elegance and robust flavor. 
40,Wine,Opus One is a high-end wine from California's Napa Valley. The main grape in this wine is,Cabernet Sauvignon,Merlot,Zinfandel,,A,"Other Bordeaux grapes are also included. The winery, also called Opus One, is a joint venture of Baron Philippe de Rothschild and Robert Mondavi."
40,Wine,"Port, Madeira and sherry have all been topped up with which of the following?",Alcohol,Bitters,Sugar,,A,Alcohols like brandy are commonly used to top up other beverages. 
40,Wine,"In Germany, the designation ""Pradikat"" on a wine label refers to which of the following?",Number Of Years In Barrels,Ripeness Of The Grapes,Whether A Wine Has Been Aged In Barrels,,B,This is the highest rank in the German system. 
40,Wine,Quincy is the name of a wine from,Australia'S Adelaide Hills,The Loire Valley In France,Oregon'S Willamette Valley,,B,Quincy is made from Sauvignon Blanc and has a rather high acidity. 
40,Wine,Which grape produces Germany's greatest wines?,Müller-Thurgau,Riesling,Sylvaner,,B,
40,Wine,"In Italy, the label ""Reserva Speciale"" refers to wine that",Is Reserved For Export ,Contains More Than 11 Per Cent Alcohol By Volume,Has Undergone Specified Aging,,C,These wines are aged about a year longer than Reserva wines. 
40,Wine,The Tavel region in the southern Rhône Valley is renowned for which of the following wines?,Red,Rosé,White,,B,Only rosé wines are permitted in this French appellation. 
40,Wine,A dish of poached trout with a lemon sauce would pair best with which wine?,Chardonnay,Sauvignon Blanc,Viognier,,B,"The acidity of the lemon and the wine will play against each other, making the wine taste fruitier. "
40,Wine,"Other than Chardonnay, which of the following white wine grape varieties is among the top five being grown in Australia?",Riesling,Sauvignon Blanc,Sémillon,,C,"The others are Colombard, Muscat and Sultana. Riesling is sixth and Sauvignon Blanc is seventh."
40,Wine,Cava and Sekt  are,Dry Wines,Sparkling Wines,Wines Aged A Minimum Of Three Years,,B,Cava is from Spain and Sekt is from Germany. 
40,Wine,Which of the following is NOT a grape common in so-called Super Tuscan wines from Italy?,Cabernet Sauvignon,Pinot Noir,Sangiovese,,B,The noted wine expert Robert Parker is credited with inventing the name. 
40,Wine,How many pounds per square inch (psi) of pressure are there on a  Champagne cork?,10 Psi,25 Psi,70 Psi,,C,"That's a lot of pressure. Therefore, be careful when opening the bottle ."
40,Wine,"What does the word ""vörös"" on a Hungarian wine bottle mean?",Red,Sparkling,Sweet,White,A,
50,Wine,"For an American wine, what is the minimum percentage of the named grape required by law?",50 Per Cent,60 Per Cent,75 Per Cent,95 Per Cent,C,
50,Wine,"In Australia, a wine with a varietal label must contain at least what percentage of that grape?",60 Per Cent,80 Per Cent,90 Per Cent,95 Per Cent,B,
50,Wine,Which of the following is NOT a European wine region?,Alsace,Barossa,Penedes,Piedmont,B,Barossa is an Australian wine region. 
50,Wine,Barsac is a wine region in which area of France?,Alsace,Bordeaux,The Loire Valley,The Rhône Valley,B,"Barsac is a subregion of Sauternes, where the greatest sweet wines of the world are made. "
50,Wine,The main grape of the Beaujolais region is,Gamay,Grenache,Merlot,Pinot Noir ,A,"This red grape produces light, fruity wines that should be consumed when they are still young. "
50,Wine,"In winemaking, what is the Brix scale associated with?",Alcohol Content,Acid Content,Sugar Content,Tannin Content,C,
50,Wine,"In vintage California wines, what percentage of the wine must come from the indicated year?",65 Per Cent,80 Per Cent,95 Per Cent,100 Per Cent,C,
50,Wine,Chablis is a white wine made from which grape?,Aligoté,Chardonnay,Chenin Blanc,Sauvignon Blanc,B,Chablis is a district southeast of Paris in the Burgundy region. 
50,Wine,The best wines are usually produced from soil that is,Mostly Clay,Poor And Permeable,Rich In Chalk,Rich In Iron,C,
50,Wine,Which of the following alcoholic beverages is generally considered acceptable to be served with any dish?,Champagne,Cognac,Port,Vodka,A,"For example, it is the only wine that is compatible with egg dishes. "
50,Wine,"Apple, pear, vanilla and tropical flavors are characteristic of",Chardonnay,Pinot Grigio,Riesling,Sauvignon Blanc,A,
50,Wine,"The term ""charmat"" is associated with which of the following?",Brandy,Port,Sparkling Wine,Vermouth,C,"Also known as the tank method or metodo Italiano, the charmat process is a quicker and cheaper way of producing wine with smaller, longer lasting bubbles than can be obtained using the traditional method, or methode champenoise. "
50,Wine,Chianti refers to wine from which Italian region?,Friuli,Piedmont,Tuscany,Veneto,C,
50,Wine,"In what country would you find the Maipo, Rapel and Casablanca wine regions?",Argentina,Chile,Italy,Spain,B,
50,Wine,In wine making a cooper is the person who,Crushes The Grapes,Makes The Barrels,Tends The Vines,Transports The Wine From The Vineyard To The Winery,B,
50,Wine,"Gattinara, an excellent red wine from Italy's Piedmont region, is made from which grape?",Barbera,Nebbiolo,Primitivo,Sangiovese,B,
50,Wine,Which of the following grapes is known as the king of Alsatian wines?,Gewurztraminer,Pinot Blanc,Pinot Gris,Riesling-Tokay,A,Many wine critics consider this grape to be equal or superior to Chardonnay. 
50,Wine,Many wine critics consider Hermitage to be the finest Rhône Valley wine. It is based on which grape?,Cinsault,Gamay,Merlot,Syrah,D,
50,Wine,Which of the following is NOT one of the top three planted grape varietals in Australia?,Cabernet Sauvignon,Chardonnay,Merlot,Shiraz,C,
50,Wine,What is the preferred wood for making wine barrels?,Beech,Cedar,Oak,Pine,C,
50,Wine,Where are the largest plantings of Pinot Noir in the world found?,Australia,Burgundy,California,Oregon,B,
50,Wine,Which of the following grapes is regarded as extremely difficult to grow well outside of France?,Cabernet Sauvignon,Chardonnay,Pinot Noir,Zinfandel,C,
50,Wine,Which grape usually produces the least tannic wine?,Cabernet Sauvignon,Malbec,Pinot Noir,Syrah,C,"Tannins are found in the skins and seeds of red grapes. Pinot Noir has a much smaller skin than the other grapes, hence the lower tannin content."
50,Wine,The wine varietal Zinfandel is essentially the same as,Petit Syrah,Primitivo,Sangiovese,Tannat,B,
50,Wine,In Germany Ruländer is the same as which of the following grape?,Chardonnay,Chenin Blanc,Pinot Blanc,Pinot Gris,D,
50,Wine,"In California, the Russian River growing region is located in which appellation?",Mendocino County,Napa Valley,Santa Barbara,Sonoma County,D,
50,Wine,Sangria is a wine-based drink that originated in,Argentina,Mexico,Portugal,Spain,D,"This popular summertime beverage contains fruit, mineral water and white or red wine. Sangria takes its name from ""sangre,"" Spanish for ""blood."
50,Wine,Which best describes the flavors of Sauvignon Blanc?,"Grapefruit, Grass","Peach, Lychee","Rose Petals, Violets","Vanilla, Spice",A,
50,Wine,"Oloroso, fino and Amontillado are all terms associated with which type of wine?",Madeira,Port,Sherry,Vermouth,C,
50,Wine,"What does the Italian word ""spumante"" mean?",Clear,Foaming,Sparkling,Sweet,B,"The Italian word ""spuma"" means ""foam. "
50,Wine,Tawny is a term used in connection with which alcoholic beverage?,Beer,Cognac,Port,Sherry,C,"One of the greatest dessert wines, port is made from a variety of grapes whose fermentation is arrested by the addition of brandy. A tawny port is a matured ruby port."
50,Wine,Tokay is a wine from which country?,Georgia,Greece,Hungary,Turkey,C,Tokay is a world-famous sweet white wine that dates from the 16th century. It is at its best served slightly chilled at the end of a meal.
50,Wine,"What does the term ""Trockenbeerenauslese"" refer to?",Dark Beer,Dessert,Syrup,Wine,D,"This is Germany's highest classification for sweet wines. Such wines are rich and concentrated in flavor. ""Trockenbeerenauslese"" means ""selected harvest of dried berries"" in German. "
50,Wine,Vouvray is a wine from which area in France?,Alsace,Bordeaux,The Loire Valley,The Rhône Valley,C,"Vouvray includes various white wines, usually made from Chenin Blanc grapes. "
50,Wine,Which grape is not commonly grown in Australia?,Cabernet,Merlot,Pinot Noir,Zinfandel,D,Zinfandel is a major Californian grape. 
